行政区域,项目名称,项目位置,土地用途,行业分类,面积(公顷),供地方式,土地使用年限,成交价(万元),约定容积率,合同签订日期,数据来源,数据写入日期
渠县,渠县经济开发区GYY2019A13-1地块,渠县经济开发区,工业用地,畜牧业,1.000000,挂牌出让,50,345.0000,下限:1.20上限:,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e8b884bd-7113-48bc-9961-2ea588122132,2020-08-26 14:01:04
雅安市本级,四川雅安经济开发区B-13-23-1,雅安市名山区永兴街道,工业用地,农副食品加工业,1.501265,挂牌出让,50,158.0000,下限:0.80上限:,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=eb30e41b-9de4-424d-9b75-69c1c4b62073,2020-08-26 14:01:07
广元市本级,拍卖土地,广元市利州区东坝办事处城北片区瓷莲路东南侧、瓷莲路公交首末站东侧（原瓷莲路弃土场）,城镇住宅用地,房地产业,9.840729,拍卖出让,城镇住宅用地70年;其他商服用地40年;,76850.0000,下限:1.00上限:2.50,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=21271dd0-ae36-44a5-be34-d9cdf0807223,2020-08-26 14:01:10
峨眉山市,峨眉山发展（控股）有限责任公司,峨眉山市峨九路与彭桥河交界的东南侧,零售商业用地,零售业,4.793953,挂牌出让,40,4818.0000,下限:上限:2.00,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=4535c6c6-0b11-4cfd-bdcd-12e75ba3bcd9,2020-08-26 14:01:13
广汉市,四川维尔金属制品有限公司,小汉镇,工业用地,金属制品业,0.397470,挂牌出让,46,149.0513,下限:1.20上限:,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=49744659-fa9e-4cb6-9df1-4101fdd83318,2020-08-26 14:01:16
广汉市,四川浪度家私有限公司,高雄路南侧,零售商业用地,家具制造业,1.978240,挂牌出让,40,1790.3072,下限:上限:3.00,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=61469d8d-0e2a-4191-b34b-65b8d08357fc,2020-08-26 14:01:19
渠县,渠城西区七QCX1406地块项目,渠江镇渠光社区1组、南坝1.3.4组,城镇住宅用地,房地产业,6.236400,拍卖出让,城镇住宅用地70年;其他商服用地40年;,20995.0000,下限:1.00上限:2.50,2020年08月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=2809a2b8-563c-4e43-af18-f3b2c0ed40c3,2020-08-26 14:01:22
沐川县,四川乐乐山生态农业有限公司,沐川县富新镇罗柘村2组,工业用地,饮料制造业,0.738112,挂牌出让,50,106.0000,下限:1.00上限:,2020年08月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=5af2a029-1261-4693-8a16-421d7b05dbdc,2020-08-26 14:01:24
大英县,娱乐康体用地（酒店和会议中心）,盐井街道太吉村,其他商服用地,其他服务业,1.017400,挂牌出让,40,1037.6800,下限:1.00上限:1.20,2020年08月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6b6a7c58-452f-4a4e-84f9-00dd9563685b,2020-08-26 14:01:27
德阳市本级,轨道交通装备制造基地项目(天元重工）,市区浔湖路与昆仑山路交会处东北角,工业用地,专用设备制造业,3.666680,挂牌出让,50,523.6020,下限:0.70上限:,2020年08月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=9d452352-2208-41ca-9ae8-8848e05f7bbc,2020-08-26 14:01:30
大英县,娱乐康体用地（合院等附属）,盐井街道太吉村,其他商服用地,其他服务业,3.228300,挂牌出让,40,3292.5600,下限:1.00上限:1.20,2020年08月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=aa5d5250-55d4-4e5d-86bf-3f45362648a6,2020-08-26 14:01:32
仁寿县,四川金瑞中铁置业有限公司,黑龙滩镇茶山村,城镇住宅用地,房地产业,4.620321,拍卖出让,70,9430.0000,下限:1.00上限:1.02,2020年08月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=eb93b1db-c249-4a7e-92ec-257e9a0189de,2020-08-26 14:01:35
渠县,渠城西区七QCX1405地块项目,渠江镇渠光社区1组、南坝1.3.4组,城镇住宅用地,房地产业,4.209500,拍卖出让,城镇住宅用地70年;其他商服用地40年;,17005.0000,下限:1.00上限:3.00,2020年08月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c570d783-0cbb-42be-9f62-db438d9a8698,2020-08-26 14:01:37
彭山县,眉山苏宁采购有限公司,青龙街道工业大道东侧,工业用地,装卸搬运和其他运输服务业,33.333350,挂牌出让,50,4273.0000,下限:1.00上限:,2020年08月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ec18e160-ea0a-4c08-bf88-70ea06bd3365,2020-08-26 14:01:41
合江县,县城西扩天立学校斜对面经纬房地产商住项目,县城西扩天立学校斜对面,城镇住宅用地,房地产业,5.383457,拍卖出让,70,16554.1395,下限:1.00上限:1.80,2020年08月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=398484e8-f840-42ce-86e2-3f4b99bb740a,2020-08-26 14:01:44
宣汉县,正原微玻纤四期,宣汉县普光微玻纤新材料产业园,工业用地,其它,8.053000,挂牌出让,10,434.8620,下限:0.50上限:,2020年08月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6d016b0c-fb49-4a80-babe-25672ba6ce72,2020-08-26 14:01:48
南江县,大河液化气充装站,南江县大河镇,其他商服用地,燃气生产和供应业,0.239120,拍卖出让,40,137.2549,下限:0.22上限:0.22,2020年08月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=725c5446-69ea-4ac0-ae69-0c851c4ecb73,2020-08-26 14:01:50
宣汉县,门气站项目,宣汉县普光工业园,公用设施用地,燃气生产和供应业,0.496357,挂牌出让,50,134.0172,下限:0.50上限:,2020年08月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d19d2d3a-dfe4-4525-921e-05b5b1d811b7,2020-08-26 14:01:53
合江县,殡仪服务中心,符阳街道山顶上村3、4社,殡葬用地,其他服务业,1.302600,挂牌出让,50,742.4820,下限:上限:0.60,2020年08月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=01cfcaa2-477f-42b6-8136-2d8ae9afacfc,2020-08-26 14:01:56
成都市本级,成华区保和街道东升社区2组、东虹社区4、5组、集体地块,成华区保和街道东升社区2组、东虹社区4、5组、集体地块,城镇住宅用地,房地产业,6.084185,拍卖出让,70,194692.8000,下限:1.00上限:2.00,2020年08月19日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=fd7dbdd8-5942-41f9-9502-da561514f366,2020-08-26 14:01:58
广汉市,广汉鸿达硬质合金有限责任公司,小汉镇,工业用地,金属制品业,0.467920,挂牌出让,47,175.5000,下限:1.20上限:,2020年08月19日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=386c30b9-4b32-4a9d-a105-3ab041514da0,2020-08-26 14:02:01
广汉市,广汉市弘源建设发展有限公司,金杖路与航空路交汇处西北侧,其他商服用地,房地产业,2.354317,挂牌出让,40,4661.5477,下限:上限:2.00,2020年08月19日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=89234046-01ea-4265-b08a-6ac0b18e5871,2020-08-26 14:02:03
雅安市本级,四川雅安经济开发区B-13-23-2,名山区永兴街道、草坝镇,工业用地,农副食品加工业,1.185797,挂牌出让,50,125.0000,下限:1.00上限:,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=0b2ef6ec-1569-45e8-9bb0-50ce2101a43e,2020-08-26 14:02:06
龙泉驿区,成都华侨城锦华投资有限公司,龙泉驿区东安湖片区岐山寺路以南,城镇住宅用地,房地产业,21.808642,拍卖出让,城镇住宅用地70年;商务金融用地40年;,113738.8773,下限:上限:2.27,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=2908fa18-40d7-459c-a6a8-34bd79f2c296,2020-08-26 14:02:08
长宁县,古河镇国有建设用地使用权挂牌出让,古河镇红色村,工业用地,农副食品加工业,0.256373,挂牌出让,50年,47.4290,下限:1.00上限:,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=4884ebac-dd04-4c94-871e-f7a9ea430542,2020-08-26 14:02:11
雅安市本级,四川雅安经济开发区B-13-23-4,草坝镇,工业用地,农副食品加工业,4.344003,挂牌出让,50,457.0000,下限:1.00上限:,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6cbdd092-3c2d-41bb-b016-afc35791c748,2020-08-26 14:02:14
广汉市,广汉市众工机械有限责任公司,川陕公路旁,工业用地,电气机械及器材制造业,0.603050,挂牌出让,20,79.6400,下限:1.20上限:,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=a7d72551-76c4-4900-bc50-318783f3edf8,2020-08-26 14:02:17
长宁县,古河镇国有建设用地使用权挂牌出让,古河镇红色村,工业用地,农副食品加工业,0.163537,挂牌出让,50,30.2543,下限:1.00上限:,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=bdb55caa-c7a6-438a-b84e-c74c28321cba,2020-08-26 14:02:19
广汉市,四川省广鸥置业有限公司,滨湖路与益学路交汇处西北侧,商务金融用地,房地产业,1.474083,挂牌出让,40,1658.3434,下限:上限:1.50,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d7e74fdc-4840-4eaa-894b-f71244c79b51,2020-08-26 14:02:22
广安区,广罗GL2019—1号,广安区,其他商服用地,其他服务业,0.397800,挂牌出让,40,1110.0000,下限:上限:0.50,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=de4f8a0a-fcd7-4689-b450-8fccd3c12891,2020-08-26 14:02:24
渠县,渠县经济开发区GYY2019A13-1地块,渠县经济开发区,工业用地,畜牧业,1.000000,挂牌出让,50,345.0000,下限:1.20上限:,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=e8b884bd-7113-48bc-9961-2ea588122132,2020-08-26 14:02:27
雅安市本级,四川雅安经济开发区B-13-23-1,雅安市名山区永兴街道,工业用地,农副食品加工业,1.501265,挂牌出让,50,158.0000,下限:0.80上限:,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=eb30e41b-9de4-424d-9b75-69c1c4b62073,2020-08-26 14:02:29
广元市本级,拍卖土地,广元市利州区东坝办事处城北片区瓷莲路东南侧、瓷莲路公交首末站东侧（原瓷莲路弃土场）,城镇住宅用地,房地产业,9.840729,拍卖出让,城镇住宅用地70年;其他商服用地40年;,76850.0000,下限:1.00上限:2.50,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=21271dd0-ae36-44a5-be34-d9cdf0807223,2020-08-26 14:02:32
峨眉山市,峨眉山发展（控股）有限责任公司,峨眉山市峨九路与彭桥河交界的东南侧,零售商业用地,零售业,4.793953,挂牌出让,40,4818.0000,下限:上限:2.00,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=4535c6c6-0b11-4cfd-bdcd-12e75ba3bcd9,2020-08-26 14:02:34
广汉市,四川维尔金属制品有限公司,小汉镇,工业用地,金属制品业,0.397470,挂牌出让,46,149.0513,下限:1.20上限:,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=49744659-fa9e-4cb6-9df1-4101fdd83318,2020-08-26 14:02:36
广汉市,四川浪度家私有限公司,高雄路南侧,零售商业用地,家具制造业,1.978240,挂牌出让,40,1790.3072,下限:上限:3.00,2020年08月18日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=61469d8d-0e2a-4191-b34b-65b8d08357fc,2020-08-26 14:02:39
渠县,渠城西区七QCX1406地块项目,渠江镇渠光社区1组、南坝1.3.4组,城镇住宅用地,房地产业,6.236400,拍卖出让,城镇住宅用地70年;其他商服用地40年;,20995.0000,下限:1.00上限:2.50,2020年08月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=2809a2b8-563c-4e43-af18-f3b2c0ed40c3,2020-08-26 14:02:41
沐川县,四川乐乐山生态农业有限公司,沐川县富新镇罗柘村2组,工业用地,饮料制造业,0.738112,挂牌出让,50,106.0000,下限:1.00上限:,2020年08月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=5af2a029-1261-4693-8a16-421d7b05dbdc,2020-08-26 14:02:44
大英县,娱乐康体用地（酒店和会议中心）,盐井街道太吉村,其他商服用地,其他服务业,1.017400,挂牌出让,40,1037.6800,下限:1.00上限:1.20,2020年08月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6b6a7c58-452f-4a4e-84f9-00dd9563685b,2020-08-26 14:02:46
德阳市本级,轨道交通装备制造基地项目(天元重工）,市区浔湖路与昆仑山路交会处东北角,工业用地,专用设备制造业,3.666680,挂牌出让,50,523.6020,下限:0.70上限:,2020年08月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=9d452352-2208-41ca-9ae8-8848e05f7bbc,2020-08-26 14:02:49
大英县,娱乐康体用地（合院等附属）,盐井街道太吉村,其他商服用地,其他服务业,3.228300,挂牌出让,40,3292.5600,下限:1.00上限:1.20,2020年08月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=aa5d5250-55d4-4e5d-86bf-3f45362648a6,2020-08-26 14:02:51
仁寿县,四川金瑞中铁置业有限公司,黑龙滩镇茶山村,城镇住宅用地,房地产业,4.620321,拍卖出让,70,9430.0000,下限:1.00上限:1.02,2020年08月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=eb93b1db-c249-4a7e-92ec-257e9a0189de,2020-08-26 14:02:54
渠县,渠城西区七QCX1405地块项目,渠江镇渠光社区1组、南坝1.3.4组,城镇住宅用地,房地产业,4.209500,拍卖出让,城镇住宅用地70年;其他商服用地40年;,17005.0000,下限:1.00上限:3.00,2020年08月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=c570d783-0cbb-42be-9f62-db438d9a8698,2020-08-26 14:02:56
彭山县,眉山苏宁采购有限公司,青龙街道工业大道东侧,工业用地,装卸搬运和其他运输服务业,33.333350,挂牌出让,50,4273.0000,下限:1.00上限:,2020年08月17日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=ec18e160-ea0a-4c08-bf88-70ea06bd3365,2020-08-26 14:02:59
合江县,县城西扩天立学校斜对面经纬房地产商住项目,县城西扩天立学校斜对面,城镇住宅用地,房地产业,5.383457,拍卖出让,70,16554.1395,下限:1.00上限:1.80,2020年08月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=398484e8-f840-42ce-86e2-3f4b99bb740a,2020-08-26 14:03:01
宣汉县,正原微玻纤四期,宣汉县普光微玻纤新材料产业园,工业用地,其它,8.053000,挂牌出让,10,434.8620,下限:0.50上限:,2020年08月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=6d016b0c-fb49-4a80-babe-25672ba6ce72,2020-08-26 14:03:03
南江县,大河液化气充装站,南江县大河镇,其他商服用地,燃气生产和供应业,0.239120,拍卖出让,40,137.2549,下限:0.22上限:0.22,2020年08月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=725c5446-69ea-4ac0-ae69-0c851c4ecb73,2020-08-26 14:03:06
宣汉县,门气站项目,宣汉县普光工业园,公用设施用地,燃气生产和供应业,0.496357,挂牌出让,50,134.0172,下限:0.50上限:,2020年08月14日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=d19d2d3a-dfe4-4525-921e-05b5b1d811b7,2020-08-26 14:03:08
合江县,殡仪服务中心,符阳街道山顶上村3、4社,殡葬用地,其他服务业,1.302600,挂牌出让,50,742.4820,下限:上限:0.60,2020年08月13日,https://www.landchina.com/default.aspx?tabid=386&comname=default&wmguid=75c72564-ffd9-426a-954b-8ac2df0903b7&recorderguid=01cfcaa2-477f-42b6-8136-2d8ae9afacfc,2020-08-26 14:03:10
